,sentiment,content
16160,worry,@ragavin  is there anything Brian or I can do?
23464,worry,Tanya is jealous because I'm Mike's new favorite  It's because he tried to kiss me over the weekend....pictures to follow at 95sx.com
16837,worry,"I am tired tired tired, I think Im getting sick."
10177,worry,"Its so sunny outside, and I have no one to go out and play with"
14900,worry,Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??
7621,worry,am but mom...  because my princess got pneumonia....
2111,worry,"I read the disclaimer, I had to close my browser  http://tinyurl.com/n28lr3"
12018,worry,@iViva I have trouble updating!!!
4600,worry,is sad she got her plans cancled
12609,worry,Done with the Missourian for the day. No call back from Sturtz...
2265,worry,@chrissalad My Mum said I probably wont get out of it  ALSO - it goes for like 2 months. That's normal right?
851,worry,"so bored, i have a headache."
6673,worry,waiting to go to 4th period to get the final over with. omgg im sooo gonna fail
18393,worry,Wonders why its so hard for me to concentrate...
16058,worry,@KidCalloway SOWWY  I had 2 get up at 6:30 this morning
14807,worry,Last day at DMA over!     a million sad faces.
11984,worry,I don't feel so good after eating all that food  ugh.
19223,worry,has a broken iphone
27294,worry,@Dana_Willhoit Hoping your A/C is being fixed right now for you!
12958,worry,"i wanna do something tonight, but that doesnt look very promising"
17004,worry,@mitchelmusso I cant call you from Europe
19675,worry,ugh im crying again  writing a rant about it on tumblr.
12632,worry,Ouch just burned myself making soup for nico...
15577,worry,@annaavila oh noooo.. dont cry  we'll see.. ill talk to krys... text her and see what she says.. we're both pooped.. so idk.
26360,worry,@WorkingDaze_Roy i tell them it's facebook minus everything but the status updates.
14987,worry,"@SteveHealy Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny's last night, gutted for you...."
13872,worry,@canadian_diva yeah I know! other than youtube rip I don't know how to keep it.
22014,worry,just got home had a major daily tset today. its math and i wish i got 6 or more
4778,worry,Reading and taking notes but undertanding none of it  ... HELP!
19142,worry,"wish I could feel no pain (8)  but it's ok, at least they like Brazil!"
12311,worry,HOMELESS afterJune 1st.......
990,worry,I can't sleep. I can't find my grandmother's quilt or locket. I'm sick at myself cause I may have lost them somehow. Or they were stolen
9642,worry,@TrueVisionDubbz OMG! that wasn't funny.. LOOK at his face in the pic.. OMG! that made me sad! BAD JOB MIKE!! wtf?? .. poor K O B E
15380,worry,"Uh oh, I am sunburned"
19628,worry,poor wavves. had a meltdown in barcelona. drummer walked out. shoes were thrown. hands in face.
633,worry,"@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15."
37028,worry,Bout to hit the sack...got shit to do tomorrow. Happy mothers day MOM!
22708,worry,"ok my friend is about to dye my hair black scary i know, ill try to post some pics tonight if not tomorrow for ur verdict"
8859,worry,@dekhmcclelland One's gone to my husband who's going alone  Other I might just leave at box office under a random name for anyone...
17743,worry,I think I may have ruined a friendship this week by getting carried away
19386,worry,I wish I could see dramafest SO BAD.
29740,worry,"@mstrillian sorry I can't help it, hopefully it rubs off on you."
9303,worry,@lowenstein @jerm_bob7 I'll update you. I had to leave him at the vet for tests and xrays.
7843,worry,@chasejustin i can't go tonight   *Cait*
10122,worry,"I am sick, very sick, sore throat and flu"
10153,worry,I'll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...
2057,worry,Son's 15th Birthday this weekend.Taking him out for a Mexican meal and a major game buying spree.I miss the Lego days
19800,worry,I'm so sorry Drace  this sucks so bad
20959,worry,"@mintea Good idea! I'll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic"
12972,worry,@TheEllenShow but i went out and bought some nail polish ellen
18384,worry,Am listening to Darren Hayes's Spin. Am talkin to my wacky friend who's going insane. I ain't at all tired and I'm messed up bout things.
13607,worry,My Head Feels Like It's Going To Explode
10230,worry,"It's a sad day, found the first scratch on my car."
12714,worry,shit got to go do the grocery.. I almost got no more food  snif snif...
18894,worry,"@nicolacrossley. Tickets, i need my tickets, where are my tickets. i want my ticketttttss"
18076,worry,i havent gotten any prank calls making me laugh in so long.
5382,worry,sorry guys i didn't sign in for a while  sorry every1
16095,worry,@Jamiebower  you should come to Chile and your band too;) why everything  happens far away from here?? lol we're losing good live music!
17153,worry,Just saw &quot;Drag me to Hell&quot;. Sam Ramei is excellant as usual but the kitty scene was kinda hard for me
22206,worry,loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it's ultra hot outside.... http://plurk.com/p/rpb7t
7293,worry,"@gpgirl Nah, could use a hug or three, but even that option is 2,000 miles away!"
39322,worry,Photo: My New Shoes!  http://tumblr.com/xmx1qzcts
7725,worry,@jonhatesyou aw my dear i'm sorry
7845,worry,I've been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I'm very disappointed
14952,worry,IN PAIN. my big toe got stomped on during the hokey cokeu. it's throbbing. anyone have any suggestions to heal it?
6887,worry,why do I always wake up ONE minute before my alarm is scheduled to go off??
16181,worry,"@ddlovato it's quite hard cause when you attempt to spread it, the cornbread falls apart..."
39256,worry,That's more like it - 3rd  #fb
2776,worry,Leaving in 25 mins to go to Latin revision class
2309,worry,@tissuerose i'm with you in this.  i've always have prob prioritizing myself ahead of him.
1254,worry,"The birds are out,, oh man... That's NOT cool &amp;&amp; I didn't sleep yet for the night!!!"
5237,worry,@ATTNews Still no Internet today
1992,worry,ahhh fusterated
14453,worry,@ChrisGBaillie aaaawwww wont yr brother blip things for you  LOL
7091,worry,Well poop.  Looks like the office doesn't have the keys.  I don't have the keys.  Neighbors don't have the keys.   Bike rides from now on.
23141,worry,Going to bed  how's ever reading this
25879,worry,Need to fold laundry and finish dishes... clean out the rabbit's cage too. That's about it that really needs to be done... doable
751,worry,@thedailysurvey Why do we love those that we cannot have?
18508,worry,http://twitpic.com/54khn - I am very sad. They cut down my Pink Tree. I noticed it when I left today to get Betos
11512,worry,the suns starting to go in  im getting coldddd!
5482,worry,I HAVE A HEADACHE
4716,worry,"@SuFiSammy praying you get better soon you sweet one , sorry your still not well"
4149,worry,"@BleedingSweat I saw this link, but I get an error on the CNN site when I open this page and cannot read the article."
5488,worry,is sooo confused these days   But glad to be back from Lillestrï¿½m
15694,worry,Headache.  Very. Large. Headache.  A little dizzy and feel ill too.    Yucky.
19220,worry,@ceciliaa_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick
4440,worry,I've burnt my collerbone and arms and face! aww!
13258,worry,OMG..5 days till 1st state exam!
25451,worry,@Wossy Get a dachshund they are awesome at getting stuck in silly places I should know I breed them!
37462,worry,has stuff to do but refuses to do them.  :[
17641,worry,@nerak35 hello 30stm-fan  another one that's cool. i don't know one fan of them in person only via the net  so how are you?
12687,worry,why is everyones tweets about britains got talent?! i feel left out
6075,worry,"I hate Fallout 3 it keeps making me jump, I'm also low on health, money, ammo and food  don't worry I'll get through it."
