,sentiment,content
31858,neutral,@myfamilygossip Same to you!
15789,neutral,@awesomeann7 well u weren't around 2 twit
36073,neutral,@lisaaaa_ twitpic it. I wanna see
37379,neutral,I need one more follower.
25624,neutral,6 weeks today untill my 18th birthday yahoo
37002,neutral,"#SanctuarySunday @Sus555 thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!"
837,neutral,@astynes I don't have a VCR...
30798,neutral,@Agent__0range can you make me a coffeeee?
32249,neutral,"was in Palawan a couple of days ago, i'll try to post pictures tom."
35194,neutral,@nadyanandita hey hey.. ketemu lagi kita di twitter
13476,neutral,ROFL.. okay I dont know. but Kristin still isnt here
18476,neutral,about to rehearse...starving!!!
38343,neutral,@mandirudge  just listened to the songs on your myspace.  really good
32116,neutral,Oh tonight... Looking forward to it
27952,neutral,Am I the only one who likes Mondays?
20228,neutral,"@sterestherster Adem in, adem uit"
1872,neutral,"Morning folks! Light tweeting today ('Hurrah!' from the crowd!) 'cos I've a busy Friday. Me inside, sunshine out."
29020,neutral,"Hey the letter I sent finally came back today, ill stuff its contents in with the other letter and send it off to you tomorrow"
28099,neutral,@SnappyTouch Someone hardcoded 650mb into my brain back in the 90s
23387,neutral,has britney spears  songs all over his Desktop now
19007,neutral,@plbrickner no I don't mind Kent it's just my best friend is going there and Im going to miss her
2456,neutral,Just wants to stay in bed all day but has to go to work instead  sux
3784,neutral,@tofuatomic my boss. She's moving to NYC
21821,neutral,OO YAY 39 FOLLOWERS I WANT 100  HELP ME
37529,neutral,@JonasRask thank you Jonas
8506,neutral,revising for exams
704,neutral,L.A. said &quot;wipe the slate clean&quot; before the jelly!
23584,neutral,wikileaks geht wieder  super #wikileaks #online
6004,neutral,and so to London in a car that's about 500 degrees with no air con!
13757,neutral,"@nicole531 http://twitpic.com/5s5f9 - Joe had the same shirt in the concer here, in Chilee! hahaha Big rob wasn't here"
9739,neutral,@EuanGriffin Why?
6461,neutral,Please don't forget us
11221,neutral,I feel lazy watching other people work on my roof!  Kat Woman OUT
33516,neutral,"Well, there goes *that* shirt. Haha"
20292,neutral,"time to relieve stress at the gym!! Someone should write speeches, take exams and do research for me"
10894,neutral,@tommcfly tom do u have plans to germany?  answer this for ur germany fas
13121,neutral,off to work..
28230,neutral,@sheila_H ok so who do you know on Daisy of Love? And have you seen it yet. oh lord
14554,neutral,@potdeyahourt putain
33543,neutral,"Yeah, my brain does rock!  I am happy to share my knowledge with you Carrie"
6088,neutral,"@Sobk13 Yes, it seems that way - page not found"
37588,neutral,@sunvitd I like your new profile pic. Very cute
25668,neutral,Jacqueline Wilson day on CBBC
18366,neutral,@alex_navarro I wish this area offered chinese food delivery
13642,neutral,"ftsk (L) haven't listened to them in a while. so fucking pissed off my with so called 'friends', can't wait to leave this shitty school"
6681,neutral,Sharapova loses 1st set 6-1
16851,neutral,anyone want to buy a place on the Oregon Coast?  It is one gorgeous area and unfortunately for me it must be sold.
